brand,country,vertical,sov
KAYAK,Singapore,Hotel Citywide,8.2455%
Momondo,Singapore,Hotel Citywide,3.8260%
Hotelscombined,Singapore,Hotel Citywide,4.5593%
Swoodoo,Singapore,Hotel Citywide,0.0064%
Hotelscombined,Singapore,Vacations,14.4737%
KAYAK,Sint Maarten,Flights,5.5042%
Momondo,Sint Maarten,Flights,1.1317%
Hotelscombined,Sint Maarten,Flights,6.7902%
CheapFlights,Sint Maarten,Flights,1.0803%
KAYAK,Sint Maarten,Hotel,8.7873%
Hotelscombined,Sint Maarten,Hotel,8.7873%
Momondo,Sint Maarten,Hotel,1.9802%
KAYAK,Sint Maarten,Hotel Citywide,6.2582%
Momondo,Sint Maarten,Hotel Citywide,0.7063%
Hotelscombined,Sint Maarten,Hotel Citywide,1.7740%
KAYAK,Sint Maarten,Vacations,25.0000%
Momondo,Slovakia,Car Rentals,25.0000%
Hotelscombined,Slovakia,Flights,12.9401%
CheapFlights,Slovakia,Flights,0.9170%
KAYAK,Slovakia,Flights,0.3974%
Momondo,Slovakia,Flights,0.2707%
KAYAK,Slovakia,Hotel,9.0436%
Hotelscombined,Slovakia,Hotel,5.1399%
Momondo,Slovakia,Hotel,1.1548%
Swoodoo,Slovakia,Hotel,0.0813%
KAYAK,Slovakia,Hotel Citywide,8.0086%
Hotelscombined,Slovakia,Hotel Citywide,2.3845%
Momondo,Slovakia,Hotel Citywide,0.8982%
Swoodoo,Slovakia,Hotel Citywide,0.1122%
Hotelscombined,Slovakia,Vacations,15.7608%
KAYAK,Slovakia,Vacations,2.1739%
Momondo,Slovenia,Car Rentals,25.0000%
KAYAK,Slovenia,Car Rentals,5.0000%
CheapFlights,Slovenia,Flights,4.6962%
KAYAK,Slovenia,Flights,3.8256%
Momondo,Slovenia,Flights,3.2269%
Hotelscombined,Slovenia,Flights,5.6494%
KAYAK,Slovenia,Hotel,9.9282%
Hotelscombined,Slovenia,Hotel,5.3684%
Momondo,Slovenia,Hotel,1.5723%
Swoodoo,Slovenia,Hotel,0.0449%
KAYAK,Slovenia,Hotel Citywide,10.3187%
Momondo,Slovenia,Hotel Citywide,0.8890%
Hotelscombined,Slovenia,Hotel Citywide,1.7674%
Swoodoo,Slovenia,Hotel Citywide,0.0562%
Hotelscombined,Slovenia,Vacations,18.8559%
KAYAK,Slovenia,Vacations,1.0593%
KAYAK,Solomon Islands,Flights,12.5000%
CheapFlights,Solomon Islands,Flights,4.1667%
Momondo,Solomon Islands,Flights,4.1667%
Hotelscombined,Solomon Islands,Hotel,5.0000%
KAYAK,Solomon Islands,Hotel,5.0000%
KAYAK,Solomon Islands,Hotel Citywide,14.0719%
Momondo,Solomon Islands,Hotel Citywide,1.1976%
Hotelscombined,Solomon Islands,Hotel Citywide,1.3473%
KAYAK,Somalia,Flights,4.3600%
CheapFlights,Somalia,Flights,2.3200%
Momondo,Somalia,Flights,1.5600%
Hotelscombined,Somalia,Flights,7.1200%
KAYAK,Somalia,Hotel,5.8825%
Momondo,Somalia,Hotel,2.4510%
Hotelscombined,Somalia,Hotel,3.9216%
KAYAK,Somalia,Hotel Citywide,7.7559%
Momondo,Somalia,Hotel Citywide,1.6315%
Hotelscombined,Somalia,Hotel Citywide,3.7901%
Hotelscombined,Somalia,Vacations,16.6667%
Momondo,South Africa,Car Rentals,25.0000%
CheapFlights,South Africa,Flights,3.6595%
KAYAK,South Africa,Flights,2.9863%
Momondo,South Africa,Flights,2.2659%
Hotelscombined,South Africa,Flights,5.8030%
KAYAK,South Africa,Hotel,10.9800%
Hotelscombined,South Africa,Hotel,8.5233%
Momondo,South Africa,Hotel,2.0177%
KAYAK,South Africa,Hotel Citywide,8.7156%
Momondo,South Africa,Hotel Citywide,1.4106%
Hotelscombined,South Africa,Hotel Citywide,3.1062%
Swoodoo,South Africa,Hotel Citywide,0.0030%
Hotelscombined,South Africa,Vacations,13.7820%
KAYAK,South Africa,Vacations,0.1603%
Momondo,South Korea,Flights,10.6694%
KAYAK,South Korea,Flights,12.6830%
CheapFlights,South Korea,Flights,2.6412%
Momondo,South Korea,Hotel,8.5252%
KAYAK,South Korea,Hotel,3.6094%
Hotelscombined,South Korea,Hotel,0.0664%
Momondo,South Korea,Hotel Citywide,6.3809%
KAYAK,South Korea,Hotel Citywide,3.9774%
Hotelscombined,South Korea,Hotel Citywide,0.0482%
Swoodoo,South Korea,Hotel Citywide,0.0178%
KAYAK,South Korea,Vacations,7.3532%
KAYAK,South Sudan,Flights,4.7222%
CheapFlights,South Sudan,Flights,0.5556%
Momondo,South Sudan,Flights,0.5556%
Hotelscombined,South Sudan,Flights,6.3889%
KAYAK,South Sudan,Hotel Citywide,6.6498%
Momondo,South Sudan,Hotel Citywide,1.6835%
Hotelscombined,South Sudan,Hotel Citywide,2.1044%
Momondo,Spain,Car Rentals,24.7201%
KAYAK,Spain,Car Rentals,3.9188%
CheapFlights,Spain,Flights,1.3074%
KAYAK,Spain,Flights,3.9793%
Momondo,Spain,Flights,0.8118%
Hotelscombined,Spain,Flights,0.8181%
Hotelscombined,Spain,Hotel,7.1778%
KAYAK,Spain,Hotel,6.1217%
Momondo,Spain,Hotel,0.8607%
Swoodoo,Spain,Hotel,0.0029%
KAYAK,Spain,Hotel Citywide,7.0000%
Hotelscombined,Spain,Hotel Citywide,3.3309%
Momondo,Spain,Hotel Citywide,1.0522%
Swoodoo,Spain,Hotel Citywide,0.0042%
Hotelscombined,Spain,Vacations,10.5518%
KAYAK,Spain,Vacations,0.0769%
Momondo,Sri Lanka,Car Rentals,25.0000%
KAYAK,Sri Lanka,Flights,2.8184%
Momondo,Sri Lanka,Flights,2.5842%
CheapFlights,Sri Lanka,Flights,0.5490%
Hotelscombined,Sri Lanka,Flights,8.2577%
KAYAK,Sri Lanka,Hotel,9.6257%
Hotelscombined,Sri Lanka,Hotel,8.4671%
Momondo,Sri Lanka,Hotel,3.8681%
KAYAK,Sri Lanka,Hotel Citywide,11.7792%
Momondo,Sri Lanka,Hotel Citywide,1.9011%
Hotelscombined,Sri Lanka,Hotel Citywide,6.5602%
Swoodoo,Sri Lanka,Hotel Citywide,0.0008%
Hotelscombined,Sri Lanka,Vacations,10.8336%
KAYAK,St Kitts and Nevis,Flights,9.2905%
Momondo,St Kitts and Nevis,Flights,0.8446%
Hotelscombined,St Kitts and Nevis,Flights,4.7297%
CheapFlights,St Kitts and Nevis,Flights,0.1689%
KAYAK,St Kitts and Nevis,Hotel,9.7826%
Momondo,St Kitts and Nevis,Hotel,1.0870%
Hotelscombined,St Kitts and Nevis,Hotel,8.3333%
KAYAK,St Kitts and Nevis,Hotel Citywide,9.7920%
Momondo,St Kitts and Nevis,Hotel Citywide,1.7331%
Hotelscombined,St Kitts and Nevis,Hotel Citywide,2.6863%
Hotelscombined,St Kitts and Nevis,Vacations,25.0000%
Hotelscombined,Sudan,Flights,6.9119%
KAYAK,Sudan,Flights,0.1367%
Momondo,Sudan,Flights,0.0793%
CheapFlights,Sudan,Flights,0.0456%
KAYAK,Sudan,Hotel,6.2500%
KAYAK,Sudan,Hotel Citywide,8.8104%
Momondo,Sudan,Hotel Citywide,1.3940%
Hotelscombined,Sudan,Hotel Citywide,2.7509%
Swoodoo,Sudan,Hotel Citywide,0.0186%
KAYAK,Suriname,Flights,2.0119%
Hotelscombined,Suriname,Flights,8.4203%
Momondo,Suriname,Flights,1.0805%
CheapFlights,Suriname,Flights,1.1550%
KAYAK,Suriname,Hotel,7.1153%
Hotelscombined,Suriname,Hotel,6.1538%
Momondo,Suriname,Hotel,2.1154%
KAYAK,Suriname,Hotel Citywide,8.9186%
Momondo,Suriname,Hotel Citywide,1.2595%
Hotelscombined,Suriname,Hotel Citywide,2.2519%
KAYAK,Svalbard and Jan Mayen,Hotel Citywide,16.6667%
Hotelscombined,Svalbard and Jan Mayen,Hotel Citywide,16.6667%
Momondo,Sweden,Car Rentals,25.0000%
Momondo,Sweden,Flights,18.6885%
CheapFlights,Sweden,Flights,2.9084%
Hotelscombined,Sweden,Flights,2.0345%
KAYAK,Sweden,Flights,1.8203%
Momondo,Sweden,Hotel,1.5596%
Hotelscombined,Sweden,Hotel,5.0792%
KAYAK,Sweden,Hotel,1.9599%
Momondo,Sweden,Hotel Citywide,3.4979%
KAYAK,Sweden,Hotel Citywide,5.0842%
Hotelscombined,Sweden,Hotel Citywide,1.7455%
Swoodoo,Sweden,Hotel Citywide,0.0283%
Hotelscombined,Sweden,Vacations,15.4639%
KAYAK,Sweden,Vacations,1.0954%
Momondo,Switzerland,Car Rentals,24.6681%
KAYAK,Switzerland,Car Rentals,0.4425%
Momondo,Switzerland,Flights,3.5630%
KAYAK,Switzerland,Flights,6.6115%
CheapFlights,Switzerland,Flights,2.2424%
Hotelscombined,Switzerland,Flights,2.7565%
Swoodoo,Switzerland,Flights,0.0023%
Hotelscombined,Switzerland,Hotel,5.6021%
Momondo,Switzerland,Hotel,0.9615%
KAYAK,Switzerland,Hotel,2.6934%
Swoodoo,Switzerland,Hotel,0.0882%
KAYAK,Switzerland,Hotel Citywide,9.1161%
Momondo,Switzerland,Hotel Citywide,2.0578%
Hotelscombined,Switzerland,Hotel Citywide,2.3959%
Swoodoo,Switzerland,Hotel Citywide,0.3699%
Hotelscombined,Switzerland,Vacations,14.3207%
KAYAK,Switzerland,Vacations,5.0490%
KAYAK,Syria,Flights,1.3388%
Hotelscombined,Syria,Flights,8.2388%
CheapFlights,Syria,Flights,1.1843%
Momondo,Syria,Flights,1.0041%
KAYAK,Syria,Hotel,3.5714%
KAYAK,Syria,Hotel Citywide,9.2037%
Momondo,Syria,Hotel Citywide,1.3272%
Hotelscombined,Syria,Hotel Citywide,2.8068%
Hotelscombined,Syria,Vacations,8.3333%
KAYAK,São Tomé and Príncipe,Flights,8.2191%
CheapFlights,São Tomé and Príncipe,Flights,7.8766%
Momondo,São Tomé and Príncipe,Flights,5.9588%
Hotelscombined,São Tomé and Príncipe,Flights,2.7397%
KAYAK,São Tomé and Príncipe,Hotel,10.0000%
Momondo,São Tomé and Príncipe,Hotel,5.0000%
KAYAK,São Tomé and Príncipe,Hotel Citywide,9.5029%
Hotelscombined,São Tomé and Príncipe,Hotel Citywide,6.2866%
Momondo,São Tomé and Príncipe,Hotel Citywide,0.2924%
KAYAK,São Tomé and Príncipe,Vacations,25.0000%
Momondo,Taiwan,Flights,4.6931%
KAYAK,Taiwan,Flights,6.1394%
CheapFlights,Taiwan,Flights,1.2102%
Hotelscombined,Taiwan,Flights,7.4676%
Hotelscombined,Taiwan,Hotel,7.9365%
Momondo,Taiwan,Hotel,3.8360%
KAYAK,Taiwan,Hotel,2.5794%
Swoodoo,Taiwan,Hotel,0.0661%
Momondo,Taiwan,Hotel Citywide,5.9009%
Hotelscombined,Taiwan,Hotel Citywide,4.4187%
KAYAK,Taiwan,Hotel Citywide,2.8012%
Swoodoo,Taiwan,Hotel Citywide,0.0060%
KAYAK,Taiwan,Vacations,16.6667%
Hotelscombined,Taiwan,Vacations,8.3333%
KAYAK,Tajikistan,Flights,2.0523%
CheapFlights,Tajikistan,Flights,2.2388%
Hotelscombined,Tajikistan,Flights,8.5822%
Momondo,Tajikistan,Flights,0.3731%
KAYAK,Tajikistan,Hotel,14.0624%
Hotelscombined,Tajikistan,Hotel,9.3750%
Momondo,Tajikistan,Hotel,3.1250%
KAYAK,Tajikistan,Hotel Citywide,5.0000%
Hotelscombined,Tajikistan,Hotel Citywide,2.8333%
Momondo,Tajikistan,Hotel Citywide,0.4333%
Swoodoo,Tajikistan,Hotel Citywide,0.0333%
KAYAK,Tanzania,Flights,1.9595%
Momondo,Tanzania,Flights,1.1608%
CheapFlights,Tanzania,Flights,1.2258%
Hotelscombined,Tanzania,Flights,8.3394%
KAYAK,Tanzania,Hotel,8.2438%
Hotelscombined,Tanzania,Hotel,6.7205%
Momondo,Tanzania,Hotel,2.5986%
KAYAK,Tanzania,Hotel Citywide,3.2612%
Momondo,Tanzania,Hotel Citywide,0.6230%
Hotelscombined,Tanzania,Hotel Citywide,1.8594%
KAYAK,Tanzania,Vacations,3.8462%
Hotelscombined,Tanzania,Vacations,9.6154%
Momondo,Thailand,Car Rentals,25.0000%
Momondo,Thailand,Flights,5.1370%
CheapFlights,Thailand,Flights,2.9783%
Hotelscombined,Thailand,Flights,1.8530%
KAYAK,Thailand,Flights,2.6174%
Hotelscombined,Thailand,Hotel,6.5118%
Momondo,Thailand,Hotel,3.2787%
KAYAK,Thailand,Hotel,4.3804%
Swoodoo,Thailand,Hotel,0.0018%
Momondo,Thailand,Hotel Citywide,3.6030%
Hotelscombined,Thailand,Hotel Citywide,3.9994%
KAYAK,Thailand,Hotel Citywide,9.3203%
Swoodoo,Thailand,Hotel Citywide,0.0065%
Hotelscombined,Thailand,Vacations,13.1944%
KAYAK,Thailand,Vacations,3.4722%
Hotelscombined,Togo,Flights,5.4516%
Momondo,Togo,Flights,0.1144%
KAYAK,Togo,Flights,0.0832%
CheapFlights,Togo,Flights,0.0936%
Hotelscombined,Togo,Hotel,6.2500%
KAYAK,Togo,Hotel,4.1667%
Momondo,Togo,Hotel,1.0417%
KAYAK,Togo,Hotel Citywide,6.0678%
Momondo,Togo,Hotel Citywide,1.0160%
Hotelscombined,Togo,Hotel Citywide,1.4574%
Hotelscombined,Togo,Vacations,25.0000%
Hotelscombined,Tonga,Flights,2.0833%
KAYAK,Tonga,Hotel,10.7143%
Hotelscombined,Tonga,Hotel,10.7143%
KAYAK,Tonga,Hotel Citywide,11.6666%
Momondo,Tonga,Hotel Citywide,2.2222%
Hotelscombined,Tonga,Hotel Citywide,1.6667%
KAYAK,Trinidad and Tobago,Flights,5.2702%
Momondo,Trinidad and Tobago,Flights,1.0007%
CheapFlights,Trinidad and Tobago,Flights,0.4753%
Hotelscombined,Trinidad and Tobago,Flights,5.4536%
KAYAK,Trinidad and Tobago,Hotel,8.6764%
Hotelscombined,Trinidad and Tobago,Hotel,7.7892%
Momondo,Trinidad and Tobago,Hotel,2.1114%
KAYAK,Trinidad and Tobago,Hotel Citywide,11.2398%
Momondo,Trinidad and Tobago,Hotel Citywide,1.8446%
Hotelscombined,Trinidad and Tobago,Hotel Citywide,2.3374%
CheapFlights,Trinidad and Tobago,Hotel Citywide,0.0387%
Hotelscombined,Trinidad and Tobago,Vacations,25.0000%
Momondo,Tunisia,Car Rentals,25.0000%
Hotelscombined,Tunisia,Flights,6.1639%
KAYAK,Tunisia,Flights,0.2061%
Momondo,Tunisia,Flights,0.2106%
CheapFlights,Tunisia,Flights,0.2698%
KAYAK,Tunisia,Hotel,10.4111%
Hotelscombined,Tunisia,Hotel,7.9178%
Momondo,Tunisia,Hotel,1.6846%
KAYAK,Tunisia,Hotel Citywide,8.3021%
Momondo,Tunisia,Hotel Citywide,1.0306%
Hotelscombined,Tunisia,Hotel Citywide,2.8382%
Swoodoo,Tunisia,Hotel Citywide,0.0012%
KAYAK,Tunisia,Vacations,16.5999%
Hotelscombined,Tunisia,Vacations,1.4000%
Momondo,Turkey,Car Rentals,25.0001%
KAYAK,Turkey,Car Rentals,1.9231%
CheapFlights,Turkey,Flights,4.8853%
Hotelscombined,Turkey,Flights,8.9402%
Momondo,Turkey,Flights,3.2722%
KAYAK,Turkey,Flights,1.3488%
Hotelscombined,Turkey,Hotel,8.9613%
Momondo,Turkey,Hotel,0.6938%
KAYAK,Turkey,Hotel,0.4419%
Swoodoo,Turkey,Hotel,0.0169%
Hotelscombined,Turkey,Hotel Citywide,7.4994%
KAYAK,Turkey,Hotel Citywide,11.6827%
Momondo,Turkey,Hotel Citywide,1.7251%
Swoodoo,Turkey,Hotel Citywide,0.0051%
Hotelscombined,Turkey,Vacations,12.1976%
KAYAK,Turkey,Vacations,1.4113%
KAYAK,Turkmenistan,Hotel Citywide,15.0000%
Momondo,Turkmenistan,Hotel Citywide,5.0000%
Momondo,Turks and Caicos Islands,Car Rentals,25.0000%
KAYAK,Turks and Caicos Islands,Flights,4.2583%
Momondo,Turks and Caicos Islands,Flights,0.7555%
Hotelscombined,Turks and Caicos Islands,Flights,7.4863%
CheapFlights,Turks and Caicos Islands,Flights,0.4121%
KAYAK,Turks and Caicos Islands,Hotel,8.2143%
Hotelscombined,Turks and Caicos Islands,Hotel,7.8572%
Momondo,Turks and Caicos Islands,Hotel,1.1905%
KAYAK,Turks and Caicos Islands,Hotel Citywide,7.8084%
Hotelscombined,Turks and Caicos Islands,Hotel Citywide,2.0638%
Momondo,Turks and Caicos Islands,Hotel Citywide,0.6808%
CheapFlights,Turks and Caicos Islands,Hotel Citywide,0.0213%
Hotelscombined,Turks and Caicos Islands,Vacations,12.5000%
KAYAK,Tuvalu,Hotel Citywide,18.7500%
KAYAK,U.S. Minor Outlying Islands,Hotel,15.0000%
KAYAK,U.S. Minor Outlying Islands,Hotel Citywide,2.5000%
Hotelscombined,U.S. Minor Outlying Islands,Hotel Citywide,6.6666%
Momondo,U.S. Minor Outlying Islands,Hotel Citywide,0.4167%
KAYAK,U.S. Virgin Islands,Flights,0.7201%
Hotelscombined,U.S. Virgin Islands,Flights,2.1604%
CheapFlights,U.S. Virgin Islands,Flights,0.0740%
Momondo,U.S. Virgin Islands,Flights,0.1211%
KAYAK,U.S. Virgin Islands,Hotel,9.1504%
Hotelscombined,U.S. Virgin Islands,Hotel,8.7692%
Momondo,U.S. Virgin Islands,Hotel,1.4161%
KAYAK,U.S. Virgin Islands,Hotel Citywide,9.3750%
Hotelscombined,U.S. Virgin Islands,Hotel Citywide,2.8521%
Momondo,U.S. Virgin Islands,Hotel Citywide,0.8734%
CheapFlights,U.S. Virgin Islands,Hotel Citywide,0.1501%
Hotelscombined,U.S. Virgin Islands,Vacations,12.5000%
KAYAK,Uganda,Flights,2.8400%
Momondo,Uganda,Flights,1.5340%
CheapFlights,Uganda,Flights,1.0780%
Hotelscombined,Uganda,Flights,5.1410%
KAYAK,Uganda,Hotel,9.1893%
Hotelscombined,Uganda,Hotel,6.8920%
Momondo,Uganda,Hotel,1.3514%
KAYAK,Uganda,Hotel Citywide,6.8292%
Momondo,Uganda,Hotel Citywide,1.2517%
Hotelscombined,Uganda,Hotel Citywide,2.5403%
Hotelscombined,Uganda,Vacations,4.1667%
Momondo,Ukraine,Car Rentals,22.7273%
KAYAK,Ukraine,Car Rentals,4.5455%
KAYAK,Ukraine,Flights,3.0787%
CheapFlights,Ukraine,Flights,3.4801%
Momondo,Ukraine,Flights,3.8250%
Hotelscombined,Ukraine,Flights,5.5580%
KAYAK,Ukraine,Hotel,9.7258%
Hotelscombined,Ukraine,Hotel,7.0986%
Momondo,Ukraine,Hotel,1.0075%
Swoodoo,Ukraine,Hotel,0.0077%
KAYAK,Ukraine,Hotel Citywide,5.2442%
Hotelscombined,Ukraine,Hotel Citywide,4.3454%
Momondo,Ukraine,Hotel Citywide,1.8071%
Swoodoo,Ukraine,Hotel Citywide,0.0028%
Hotelscombined,Ukraine,Vacations,16.9047%
KAYAK,Ukraine,Vacations,0.9524%
Momondo,United Arab Emirates,Car Rentals,25.0000%
CheapFlights,United Arab Emirates,Flights,1.4401%
KAYAK,United Arab Emirates,Flights,3.2138%
Momondo,United Arab Emirates,Flights,1.8959%
Hotelscombined,United Arab Emirates,Flights,8.3483%
KAYAK,United Arab Emirates,Hotel,5.9727%
Hotelscombined,United Arab Emirates,Hotel,6.1293%
Momondo,United Arab Emirates,Hotel,1.3064%
Swoodoo,United Arab Emirates,Hotel,0.0045%
KAYAK,United Arab Emirates,Hotel Citywide,8.9042%
Momondo,United Arab Emirates,Hotel Citywide,2.2895%
Hotelscombined,United Arab Emirates,Hotel Citywide,4.2909%
Swoodoo,United Arab Emirates,Hotel Citywide,0.0018%
Hotelscombined,United Arab Emirates,Vacations,13.7931%
KAYAK,United Arab Emirates,Vacations,1.2931%
Momondo,United Kingdom,Car Rentals,25.0000%
KAYAK,United Kingdom,Car Rentals,1.0417%
KAYAK,United Kingdom,Flights,9.0132%
CheapFlights,United Kingdom,Flights,0.1508%
Hotelscombined,United Kingdom,Flights,5.8308%
Momondo,United Kingdom,Flights,0.2028%
KAYAK,United Kingdom,Hotel,5.0000%
Momondo,United Kingdom,Hotel,0.7631%
Hotelscombined,United Kingdom,Hotel,4.7508%
Swoodoo,United Kingdom,Hotel,0.0063%
KAYAK,United Kingdom,Hotel Citywide,11.0000%
Momondo,United Kingdom,Hotel Citywide,2.4102%
Hotelscombined,United Kingdom,Hotel Citywide,1.0682%
Swoodoo,United Kingdom,Hotel Citywide,0.0104%
KAYAK,United Kingdom,Vacations,15.0000%
Hotelscombined,United Kingdom,Vacations,1.3514%
KAYAK,United States,Car Rentals,14.9450%
Travelsearch,United States,Car Rentals,4.1758%
Momondo,United States,Car Rentals,0.0549%
KAYAK,United States,Flights,15.9483%
CheapFlights,United States,Flights,0.5399%
Travelsearch,United States,Flights,0.6035%
Momondo,United States,Flights,0.1424%
Hotelscombined,United States,Flights,3.4479%
KAYAK,United States,Hotel,4.0000%
Momondo,United States,Hotel,1.1440%
Hotelscombined,United States,Hotel,0.8809%
Swoodoo,United States,Hotel,0.0046%
KAYAK,United States,Hotel Citywide,7.8431%
Momondo,United States,Hotel Citywide,1.1369%
Hotelscombined,United States,Hotel Citywide,0.5826%
Swoodoo,United States,Hotel Citywide,0.0054%
CheapFlights,United States,Hotel Citywide,0.0025%
Hotelscombined,United States,Vacations,12.4641%
KAYAK,United States,Vacations,1.8467%
Momondo,Uruguay,Car Rentals,25.0000%
Hotelscombined,Uruguay,Flights,7.7478%
CheapFlights,Uruguay,Flights,1.0295%
Momondo,Uruguay,Flights,1.0969%
KAYAK,Uruguay,Flights,0.5741%
KAYAK,Uruguay,Hotel,8.8660%
Hotelscombined,Uruguay,Hotel,8.5595%
Momondo,Uruguay,Hotel,2.4409%
KAYAK,Uruguay,Hotel Citywide,4.1626%
Hotelscombined,Uruguay,Hotel Citywide,3.9044%
Momondo,Uruguay,Hotel Citywide,1.2095%
Swoodoo,Uruguay,Hotel Citywide,0.0025%
Hotelscombined,Uruguay,Vacations,16.1111%
KAYAK,Uruguay,Vacations,1.1111%
Momondo,Uzbekistan,Car Rentals,25.0000%
KAYAK,Uzbekistan,Flights,1.6051%
CheapFlights,Uzbekistan,Flights,1.5078%
Hotelscombined,Uzbekistan,Flights,10.6032%
Momondo,Uzbekistan,Flights,0.6323%
KAYAK,Uzbekistan,Hotel,12.5548%
Hotelscombined,Uzbekistan,Hotel,10.2622%
Momondo,Uzbekistan,Hotel,5.2403%
KAYAK,Uzbekistan,Hotel Citywide,9.1425%
Hotelscombined,Uzbekistan,Hotel Citywide,6.0856%
Momondo,Uzbekistan,Hotel Citywide,1.6184%
KAYAK,Vanuatu,Flights,8.3333%
Momondo,Vanuatu,Flights,4.1667%
Hotelscombined,Vanuatu,Flights,2.0833%
CheapFlights,Vanuatu,Flights,4.1667%
KAYAK,Vanuatu,Hotel,13.8890%
Hotelscombined,Vanuatu,Hotel,13.8890%
KAYAK,Vanuatu,Hotel Citywide,5.3279%
Momondo,Vanuatu,Hotel Citywide,1.2295%
Hotelscombined,Vanuatu,Hotel Citywide,1.6393%
KAYAK,Vatican City,Flights,8.6207%
Momondo,Vatican City,Flights,12.5000%
CheapFlights,Vatican City,Flights,5.6035%
Hotelscombined,Vatican City,Flights,5.6035%
KAYAK,Vatican City,Hotel,25.0000%
Hotelscombined,Vatican City,Hotel,20.8333%
Momondo,Vatican City,Hotel,8.3333%
KAYAK,Vatican City,Hotel Citywide,17.5676%
Hotelscombined,Vatican City,Hotel Citywide,4.5045%
Momondo,Vatican City,Hotel Citywide,0.2252%
Momondo,Venezuela,Car Rentals,25.0001%
KAYAK,Venezuela,Car Rentals,1.3158%
CheapFlights,Venezuela,Flights,1.3287%
Momondo,Venezuela,Flights,1.2115%
Hotelscombined,Venezuela,Flights,3.8642%
KAYAK,Venezuela,Flights,0.8775%
Hotelscombined,Venezuela,Hotel,10.2785%
KAYAK,Venezuela,Hotel,9.4013%
Momondo,Venezuela,Hotel,2.9367%
KAYAK,Venezuela,Hotel Citywide,4.5795%
Momondo,Venezuela,Hotel Citywide,1.9880%
Hotelscombined,Venezuela,Hotel Citywide,3.1916%
Hotelscombined,Venezuela,Vacations,14.6551%
Momondo,Vietnam,Flights,6.2541%
CheapFlights,Vietnam,Flights,1.6894%
Hotelscombined,Vietnam,Flights,5.1170%
KAYAK,Vietnam,Flights,4.9545%
Hotelscombined,Vietnam,Hotel,7.6567%
Momondo,Vietnam,Hotel,3.5653%
KAYAK,Vietnam,Hotel,6.2177%
Momondo,Vietnam,Hotel Citywide,4.2377%
Hotelscombined,Vietnam,Hotel Citywide,4.6926%
KAYAK,Vietnam,Hotel Citywide,4.7473%
Swoodoo,Vietnam,Hotel Citywide,0.0017%
KAYAK,Vietnam,Vacations,9.3750%
Hotelscombined,Vietnam,Vacations,6.2500%
KAYAK,Wallis and Futuna,Hotel,25.0000%
Hotelscombined,Wallis and Futuna,Hotel,25.0000%
KAYAK,Wallis and Futuna,Hotel Citywide,2.4590%
Momondo,Wallis and Futuna,Hotel Citywide,1.6393%
Hotelscombined,Wallis and Futuna,Hotel Citywide,0.8197%
KAYAK,Yemen,Flights,8.3334%
Momondo,Yemen,Flights,1.4706%
Hotelscombined,Yemen,Flights,4.9020%
CheapFlights,Yemen,Flights,0.9804%
KAYAK,Yemen,Hotel,9.4829%
Momondo,Yemen,Hotel,2.5862%
Hotelscombined,Yemen,Hotel,7.7587%
KAYAK,Yemen,Hotel Citywide,5.0653%
Momondo,Yemen,Hotel Citywide,2.1242%
Hotelscombined,Yemen,Hotel Citywide,2.8595%
Hotelscombined,Zambia,Flights,7.6737%
Momondo,Zambia,Flights,0.7963%
KAYAK,Zambia,Flights,0.5068%
CheapFlights,Zambia,Flights,0.5550%
KAYAK,Zambia,Hotel,9.6617%
Momondo,Zambia,Hotel,3.8647%
Hotelscombined,Zambia,Hotel,6.8839%
KAYAK,Zambia,Hotel Citywide,4.7197%
Momondo,Zambia,Hotel Citywide,1.1855%
Hotelscombined,Zambia,Hotel Citywide,2.0385%
KAYAK,Zimbabwe,Flights,1.6390%
Momondo,Zimbabwe,Flights,1.9056%
CheapFlights,Zimbabwe,Flights,0.6418%
Hotelscombined,Zimbabwe,Flights,6.1019%
KAYAK,Zimbabwe,Hotel,11.8968%
Momondo,Zimbabwe,Hotel,5.2587%
Hotelscombined,Zimbabwe,Hotel,8.4915%
KAYAK,Zimbabwe,Hotel Citywide,7.6610%
Momondo,Zimbabwe,Hotel Citywide,1.5458%
Hotelscombined,Zimbabwe,Hotel Citywide,2.8239%
Hotelscombined,Zimbabwe,Vacations,25.0002%
Hotelscombined,Åland,Flights,11.3637%
CheapFlights,Åland,Flights,2.5974%
KAYAK,Åland,Flights,0.6494%
KAYAK,Åland,Hotel,10.0000%
Hotelscombined,Åland,Hotel,8.0000%
Momondo,Åland,Hotel,1.0000%
KAYAK,Åland,Hotel Citywide,8.6761%
Momondo,Åland,Hotel Citywide,0.6708%
Hotelscombined,Åland,Hotel Citywide,2.3256%
