brand,country,vertical,sov
Hotelscombined,Colombia,Hotel,7.5079%
KAYAK,Colombia,Hotel,5.6654%
Momondo,Colombia,Hotel,0.7038%
KAYAK,Colombia,Hotel Citywide,7.6495%
Momondo,Colombia,Hotel Citywide,2.3771%
Hotelscombined,Colombia,Hotel Citywide,4.4251%
Swoodoo,Colombia,Hotel Citywide,0.0018%
Hotelscombined,Colombia,Vacations,14.1781%
KAYAK,Colombia,Vacations,0.1370%
KAYAK,Comoros,Flights,17.9171%
CheapFlights,Comoros,Flights,15.1283%
Momondo,Comoros,Flights,9.3287%
Hotelscombined,Comoros,Flights,2.0484%
KAYAK,Comoros,Hotel Citywide,7.1429%
Momondo,Comoros,Hotel Citywide,1.2548%
Hotelscombined,Comoros,Hotel Citywide,2.9923%
Momondo,Congo Republic,Car Rentals,16.6667%
KAYAK,Congo Republic,Car Rentals,8.3333%
KAYAK,Congo Republic,Flights,15.0994%
CheapFlights,Congo Republic,Flights,9.3950%
Momondo,Congo Republic,Flights,5.6157%
Hotelscombined,Congo Republic,Flights,4.5067%
Momondo,Congo Republic,Hotel,3.9474%
Hotelscombined,Congo Republic,Hotel,3.6184%
KAYAK,Congo Republic,Hotel,4.2763%
KAYAK,Congo Republic,Hotel Citywide,9.1493%
Momondo,Congo Republic,Hotel Citywide,2.3007%
Hotelscombined,Congo Republic,Hotel Citywide,3.1300%
Hotelscombined,Congo Republic,Vacations,25.0000%
KAYAK,Cook Islands,Flights,6.6667%
Hotelscombined,Cook Islands,Flights,10.0000%
Momondo,Cook Islands,Flights,1.6667%
CheapFlights,Cook Islands,Flights,1.6667%
KAYAK,Cook Islands,Hotel,6.2500%
Hotelscombined,Cook Islands,Hotel,4.1667%
Momondo,Cook Islands,Hotel,2.0833%
KAYAK,Cook Islands,Hotel Citywide,12.5000%
Momondo,Cook Islands,Hotel Citywide,2.2059%
Hotelscombined,Cook Islands,Hotel Citywide,0.7353%
Momondo,Costa Rica,Car Rentals,19.7304%
KAYAK,Costa Rica,Car Rentals,19.6078%
KAYAK,Costa Rica,Flights,10.1975%
Momondo,Costa Rica,Flights,3.3335%
CheapFlights,Costa Rica,Flights,6.5322%
Hotelscombined,Costa Rica,Flights,4.3930%
KAYAK,Costa Rica,Hotel,3.7072%
Hotelscombined,Costa Rica,Hotel,5.9779%
Momondo,Costa Rica,Hotel,0.4026%
Hotelscombined,Costa Rica,Hotel Citywide,6.8622%
KAYAK,Costa Rica,Hotel Citywide,5.2189%
Momondo,Costa Rica,Hotel Citywide,2.2829%
CheapFlights,Costa Rica,Hotel Citywide,0.0273%
Swoodoo,Costa Rica,Hotel Citywide,0.0025%
Hotelscombined,Costa Rica,Vacations,12.5000%
Momondo,Croatia,Car Rentals,25.0000%
KAYAK,Croatia,Car Rentals,19.4444%
CheapFlights,Croatia,Flights,3.5277%
Hotelscombined,Croatia,Flights,6.0325%
KAYAK,Croatia,Flights,1.4213%
Momondo,Croatia,Flights,1.5881%
KAYAK,Croatia,Hotel,10.0000%
Hotelscombined,Croatia,Hotel,5.0762%
Momondo,Croatia,Hotel,0.4573%
Swoodoo,Croatia,Hotel,0.0457%
KAYAK,Croatia,Hotel Citywide,8.6799%
Momondo,Croatia,Hotel Citywide,1.4201%
Hotelscombined,Croatia,Hotel Citywide,1.6527%
Swoodoo,Croatia,Hotel Citywide,0.0818%
Hotelscombined,Croatia,Vacations,9.4017%
KAYAK,Croatia,Vacations,0.8547%
KAYAK,Cuba,Car Rentals,15.7609%
Momondo,Cuba,Car Rentals,19.5652%
CheapFlights,Cuba,Flights,10.8582%
KAYAK,Cuba,Flights,8.5932%
Hotelscombined,Cuba,Flights,4.3593%
Momondo,Cuba,Flights,3.1537%
KAYAK,Cuba,Hotel,5.5556%
Hotelscombined,Cuba,Hotel,5.5556%
KAYAK,Cuba,Hotel Citywide,2.8640%
Hotelscombined,Cuba,Hotel Citywide,2.5161%
Momondo,Cuba,Hotel Citywide,0.5370%
CheapFlights,Cuba,Hotel Citywide,0.0584%
Hotelscombined,Cuba,Vacations,12.5000%
KAYAK,Curaçao,Car Rentals,25.0000%
Momondo,Curaçao,Car Rentals,18.7500%
KAYAK,Curaçao,Flights,10.3834%
CheapFlights,Curaçao,Flights,7.1486%
Momondo,Curaçao,Flights,3.9936%
Hotelscombined,Curaçao,Flights,4.8722%
KAYAK,Curaçao,Hotel,3.0405%
Hotelscombined,Curaçao,Hotel,5.5502%
Momondo,Curaçao,Hotel,0.5792%
KAYAK,Curaçao,Hotel Citywide,10.1665%
Momondo,Curaçao,Hotel Citywide,1.1593%
Hotelscombined,Curaçao,Hotel Citywide,2.8686%
Momondo,Cyprus,Car Rentals,25.0000%
KAYAK,Cyprus,Car Rentals,11.6667%
CheapFlights,Cyprus,Flights,5.4099%
KAYAK,Cyprus,Flights,3.5122%
Momondo,Cyprus,Flights,2.6502%
Hotelscombined,Cyprus,Flights,5.7728%
KAYAK,Cyprus,Hotel,7.2989%
Hotelscombined,Cyprus,Hotel,2.3308%
Momondo,Cyprus,Hotel,0.4395%
Swoodoo,Cyprus,Hotel,0.0133%
KAYAK,Cyprus,Hotel Citywide,7.1231%
Momondo,Cyprus,Hotel Citywide,1.1909%
Hotelscombined,Cyprus,Hotel Citywide,2.1285%
Swoodoo,Cyprus,Hotel Citywide,0.0272%
Hotelscombined,Cyprus,Vacations,10.5932%
KAYAK,Cyprus,Vacations,0.4237%
Momondo,Czechia,Car Rentals,25.0000%
KAYAK,Czechia,Car Rentals,11.3636%
Hotelscombined,Czechia,Flights,11.2174%
CheapFlights,Czechia,Flights,1.3423%
KAYAK,Czechia,Flights,0.5020%
Momondo,Czechia,Flights,0.9068%
Hotelscombined,Czechia,Hotel,7.8201%
KAYAK,Czechia,Hotel,1.7730%
Momondo,Czechia,Hotel,0.0653%
KAYAK,Czechia,Hotel Citywide,7.4101%
Hotelscombined,Czechia,Hotel Citywide,1.6171%
Momondo,Czechia,Hotel Citywide,0.3816%
Swoodoo,Czechia,Hotel Citywide,0.0196%
Hotelscombined,Czechia,Vacations,11.1204%
KAYAK,Czechia,Vacations,1.2542%
Momondo,DR Congo,Car Rentals,21.8750%
KAYAK,DR Congo,Car Rentals,20.3125%
KAYAK,DR Congo,Flights,15.6465%
CheapFlights,DR Congo,Flights,13.3980%
Momondo,DR Congo,Flights,6.1477%
Hotelscombined,DR Congo,Flights,5.1512%
KAYAK,DR Congo,Hotel,7.4675%
Hotelscombined,DR Congo,Hotel,7.6299%
Momondo,DR Congo,Hotel,6.6558%
KAYAK,DR Congo,Hotel Citywide,7.2797%
Momondo,DR Congo,Hotel Citywide,3.2129%
Hotelscombined,DR Congo,Hotel Citywide,4.4470%
KAYAK,DR Congo,Vacations,10.7143%
Hotelscombined,DR Congo,Vacations,3.5714%
Momondo,Denmark,Car Rentals,23.9286%
KAYAK,Denmark,Car Rentals,5.3571%
Momondo,Denmark,Flights,13.9650%
CheapFlights,Denmark,Flights,1.8086%
KAYAK,Denmark,Flights,1.7572%
Hotelscombined,Denmark,Flights,2.7048%
Momondo,Denmark,Hotel,1.7105%
Hotelscombined,Denmark,Hotel,6.4590%
KAYAK,Denmark,Hotel,3.1619%
Swoodoo,Denmark,Hotel,0.0045%
Momondo,Denmark,Hotel Citywide,24.0000%
KAYAK,Denmark,Hotel Citywide,8.2866%
Hotelscombined,Denmark,Hotel Citywide,7.1882%
Swoodoo,Denmark,Hotel Citywide,0.2292%
Hotelscombined,Denmark,Vacations,10.8621%
KAYAK,Denmark,Vacations,0.9483%
Momondo,Djibouti,Car Rentals,25.0000%
KAYAK,Djibouti,Flights,17.3373%
CheapFlights,Djibouti,Flights,11.9822%
Momondo,Djibouti,Flights,7.4556%
Hotelscombined,Djibouti,Flights,3.7870%
KAYAK,Djibouti,Hotel,6.0000%
Hotelscombined,Djibouti,Hotel,5.0000%
KAYAK,Djibouti,Hotel Citywide,8.6357%
Momondo,Djibouti,Hotel Citywide,2.0935%
Hotelscombined,Djibouti,Hotel Citywide,1.5178%
KAYAK,Djibouti,Vacations,12.5000%
KAYAK,Dominica,Flights,14.2344%
Momondo,Dominica,Flights,3.2297%
CheapFlights,Dominica,Flights,3.5885%
Hotelscombined,Dominica,Flights,2.1531%
Hotelscombined,Dominica,Hotel,6.4815%
KAYAK,Dominica,Hotel,2.7778%
Momondo,Dominica,Hotel,0.9259%
KAYAK,Dominica,Hotel Citywide,10.7063%
Momondo,Dominica,Hotel Citywide,1.3453%
Hotelscombined,Dominica,Hotel Citywide,2.9148%
CheapFlights,Dominica,Hotel Citywide,0.0561%
Momondo,Dominican Republic,Car Rentals,18.2331%
KAYAK,Dominican Republic,Car Rentals,18.6090%
KAYAK,Dominican Republic,Flights,9.3679%
CheapFlights,Dominican Republic,Flights,7.5343%
Momondo,Dominican Republic,Flights,2.7941%
Hotelscombined,Dominican Republic,Flights,5.9279%
KAYAK,Dominican Republic,Hotel,2.0624%
Hotelscombined,Dominican Republic,Hotel,3.6700%
Momondo,Dominican Republic,Hotel,0.1137%
KAYAK,Dominican Republic,Hotel Citywide,5.7343%
Momondo,Dominican Republic,Hotel Citywide,2.2671%
Hotelscombined,Dominican Republic,Hotel Citywide,4.7486%
CheapFlights,Dominican Republic,Hotel Citywide,0.1075%
Swoodoo,Dominican Republic,Hotel Citywide,0.0072%
Hotelscombined,Dominican Republic,Vacations,7.7381%
KAYAK,Dominican Republic,Vacations,1.1905%
KAYAK,East Timor,Flights,6.3725%
CheapFlights,East Timor,Flights,16.8301%
Momondo,East Timor,Flights,7.1895%
Hotelscombined,East Timor,Flights,2.1242%
KAYAK,East Timor,Hotel,10.7143%
Momondo,East Timor,Hotel,7.1429%
Hotelscombined,East Timor,Hotel,9.5238%
KAYAK,East Timor,Hotel Citywide,9.4059%
Hotelscombined,East Timor,Hotel Citywide,5.1980%
Momondo,East Timor,Hotel Citywide,2.9703%
Momondo,Ecuador,Car Rentals,20.8920%
KAYAK,Ecuador,Car Rentals,18.9358%
KAYAK,Ecuador,Flights,12.6624%
Momondo,Ecuador,Flights,4.8161%
CheapFlights,Ecuador,Flights,8.9744%
Hotelscombined,Ecuador,Flights,4.8441%
KAYAK,Ecuador,Hotel,6.4022%
Hotelscombined,Ecuador,Hotel,8.0636%
Momondo,Ecuador,Hotel,0.6588%
KAYAK,Ecuador,Hotel Citywide,5.6356%
Hotelscombined,Ecuador,Hotel Citywide,7.6987%
Momondo,Ecuador,Hotel Citywide,2.0926%
Swoodoo,Ecuador,Hotel Citywide,0.0006%
Hotelscombined,Ecuador,Vacations,14.0625%
Momondo,Egypt,Car Rentals,21.8750%
KAYAK,Egypt,Car Rentals,14.0625%
KAYAK,Egypt,Flights,1.8900%
Momondo,Egypt,Flights,0.7282%
CheapFlights,Egypt,Flights,0.8423%
Hotelscombined,Egypt,Flights,1.1171%
KAYAK,Egypt,Hotel,5.6863%
Hotelscombined,Egypt,Hotel,3.8807%
Momondo,Egypt,Hotel,0.5300%
Swoodoo,Egypt,Hotel,0.0090%
KAYAK,Egypt,Hotel Citywide,4.9802%
Hotelscombined,Egypt,Hotel Citywide,1.5759%
Momondo,Egypt,Hotel Citywide,0.4656%
Swoodoo,Egypt,Hotel Citywide,0.0058%
KAYAK,Egypt,Vacations,1.8868%
Hotelscombined,Egypt,Vacations,8.0189%
KAYAK,El Salvador,Car Rentals,22.4265%
Momondo,El Salvador,Car Rentals,20.5882%
KAYAK,El Salvador,Flights,11.8048%
CheapFlights,El Salvador,Flights,8.5947%
Momondo,El Salvador,Flights,3.3217%
Hotelscombined,El Salvador,Flights,3.9166%
KAYAK,El Salvador,Hotel,4.2431%
Hotelscombined,El Salvador,Hotel,7.1330%
Momondo,El Salvador,Hotel,0.6651%
KAYAK,El Salvador,Hotel Citywide,4.4897%
Hotelscombined,El Salvador,Hotel Citywide,6.0513%
Momondo,El Salvador,Hotel Citywide,1.8064%
CheapFlights,El Salvador,Hotel Citywide,0.0446%
Swoodoo,El Salvador,Hotel Citywide,0.0024%
Hotelscombined,El Salvador,Vacations,7.6923%
KAYAK,Equatorial Guinea,Flights,13.5000%
CheapFlights,Equatorial Guinea,Flights,9.3571%
Momondo,Equatorial Guinea,Flights,6.7143%
Hotelscombined,Equatorial Guinea,Flights,3.6429%
KAYAK,Equatorial Guinea,Hotel,7.1429%
Hotelscombined,Equatorial Guinea,Hotel,5.3571%
KAYAK,Equatorial Guinea,Hotel Citywide,6.7217%
Momondo,Equatorial Guinea,Hotel Citywide,1.4151%
Hotelscombined,Equatorial Guinea,Hotel Citywide,3.7146%
KAYAK,Eritrea,Flights,12.5000%
Momondo,Eritrea,Flights,12.5000%
KAYAK,Eritrea,Hotel Citywide,4.4444%
Momondo,Eritrea,Hotel Citywide,2.2222%
Hotelscombined,Eritrea,Hotel Citywide,2.2222%
Momondo,Estonia,Car Rentals,25.0000%
KAYAK,Estonia,Car Rentals,12.5000%
CheapFlights,Estonia,Flights,7.9128%
KAYAK,Estonia,Flights,1.7938%
Momondo,Estonia,Flights,2.0195%
Hotelscombined,Estonia,Flights,6.0908%
KAYAK,Estonia,Hotel,8.8843%
Hotelscombined,Estonia,Hotel,5.3719%
Momondo,Estonia,Hotel,0.5460%
Swoodoo,Estonia,Hotel,0.0148%
KAYAK,Estonia,Hotel Citywide,9.3814%
Momondo,Estonia,Hotel Citywide,1.3123%
Hotelscombined,Estonia,Hotel Citywide,2.4089%
Swoodoo,Estonia,Hotel Citywide,0.0214%
Hotelscombined,Estonia,Vacations,7.9710%
KAYAK,Estonia,Vacations,0.7246%
KAYAK,Eswatini,Flights,9.1991%
CheapFlights,Eswatini,Flights,8.6580%
Momondo,Eswatini,Flights,4.2208%
Hotelscombined,Eswatini,Flights,5.8442%
KAYAK,Eswatini,Hotel,5.4054%
Hotelscombined,Eswatini,Hotel,4.0541%
KAYAK,Eswatini,Hotel Citywide,6.0786%
Momondo,Eswatini,Hotel Citywide,1.4339%
Hotelscombined,Eswatini,Hotel Citywide,2.4002%
KAYAK,Ethiopia,Flights,13.5727%
CheapFlights,Ethiopia,Flights,8.2968%
Momondo,Ethiopia,Flights,5.2102%
Hotelscombined,Ethiopia,Flights,3.6778%
KAYAK,Ethiopia,Hotel,2.7778%
Hotelscombined,Ethiopia,Hotel,3.3951%
KAYAK,Ethiopia,Hotel Citywide,7.9272%
Momondo,Ethiopia,Hotel Citywide,1.9843%
Hotelscombined,Ethiopia,Hotel Citywide,1.1132%
KAYAK,Ethiopia,Vacations,8.3333%
KAYAK,Falkland Islands,Flights,13.7931%
Momondo,Falkland Islands,Flights,5.1724%
CheapFlights,Falkland Islands,Flights,4.3103%
Hotelscombined,Falkland Islands,Flights,5.1724%
Hotelscombined,Falkland Islands,Hotel Citywide,2.2059%
Momondo,Falkland Islands,Hotel Citywide,1.4706%
KAYAK,Falkland Islands,Hotel Citywide,1.4706%
Hotelscombined,Falkland Islands,Vacations,8.3333%
KAYAK,Faroe Islands,Flights,0.9184%
Hotelscombined,Faroe Islands,Flights,7.3469%
CheapFlights,Faroe Islands,Flights,2.4490%
Momondo,Faroe Islands,Flights,1.6327%
KAYAK,Faroe Islands,Hotel,10.4839%
Momondo,Faroe Islands,Hotel,1.0369%
Hotelscombined,Faroe Islands,Hotel,4.0323%
Swoodoo,Faroe Islands,Hotel,0.1152%
KAYAK,Faroe Islands,Hotel Citywide,9.7242%
Momondo,Faroe Islands,Hotel Citywide,1.4514%
Hotelscombined,Faroe Islands,Hotel Citywide,2.0682%
KAYAK,Federated States of Micronesia,Flights,23.2143%
CheapFlights,Federated States of Micronesia,Flights,1.7857%
KAYAK,Federated States of Micronesia,Hotel Citywide,7.3333%
Hotelscombined,Federated States of Micronesia,Hotel Citywide,3.6667%
Momondo,Federated States of Micronesia,Hotel Citywide,0.6667%
KAYAK,Fiji,Flights,15.5488%
Momondo,Fiji,Flights,3.8872%
CheapFlights,Fiji,Flights,3.3537%
Hotelscombined,Fiji,Flights,3.6585%
KAYAK,Fiji,Hotel,1.5859%
Hotelscombined,Fiji,Hotel,1.8454%
Momondo,Fiji,Hotel,0.2884%
KAYAK,Fiji,Hotel Citywide,10.9718%
Momondo,Fiji,Hotel Citywide,2.2676%
Hotelscombined,Fiji,Hotel Citywide,3.0986%
Momondo,Finland,Car Rentals,25.0000%
KAYAK,Finland,Car Rentals,2.7778%
Momondo,Finland,Flights,15.2970%
CheapFlights,Finland,Flights,6.6865%
KAYAK,Finland,Flights,3.7853%
Hotelscombined,Finland,Flights,3.4521%
Hotelscombined,Finland,Hotel,6.0958%
Momondo,Finland,Hotel,0.8091%
KAYAK,Finland,Hotel,2.8830%
Momondo,Finland,Hotel Citywide,7.1523%
KAYAK,Finland,Hotel Citywide,1.6202%
Hotelscombined,Finland,Hotel Citywide,2.8882%
Swoodoo,Finland,Hotel Citywide,0.0369%
Hotelscombined,Finland,Vacations,9.6847%
KAYAK,Finland,Vacations,1.3514%
KAYAK,France,Car Rentals,19.2754%
Momondo,France,Car Rentals,21.3104%
KAYAK,France,Flights,8.3522%
Momondo,France,Flights,4.0463%
CheapFlights,France,Flights,1.2891%
Hotelscombined,France,Flights,1.1227%
Swoodoo,France,Flights,0.0000%
KAYAK,France,Hotel,5.6958%
Momondo,France,Hotel,0.3769%
Hotelscombined,France,Hotel,2.7162%
Swoodoo,France,Hotel,0.0065%
KAYAK,France,Hotel Citywide,11.6457%
Momondo,France,Hotel Citywide,1.9517%
Hotelscombined,France,Hotel Citywide,0.3920%
Swoodoo,France,Hotel Citywide,0.0079%
KAYAK,France,Vacations,18.6511%
Hotelscombined,France,Vacations,0.7111%
Momondo,French Guiana,Car Rentals,21.4286%
KAYAK,French Guiana,Car Rentals,22.2222%
KAYAK,French Guiana,Flights,11.4649%
CheapFlights,French Guiana,Flights,7.1832%
Momondo,French Guiana,Flights,5.2227%
Hotelscombined,French Guiana,Flights,4.3758%
KAYAK,French Guiana,Hotel,5.2381%
Hotelscombined,French Guiana,Hotel,2.6190%
KAYAK,French Guiana,Hotel Citywide,5.8395%
Momondo,French Guiana,Hotel Citywide,1.8862%
Hotelscombined,French Guiana,Hotel Citywide,2.2481%
KAYAK,French Guiana,Vacations,15.9091%
Hotelscombined,French Guiana,Vacations,0.5682%
Momondo,French Polynesia,Car Rentals,21.2500%
KAYAK,French Polynesia,Car Rentals,14.0000%
KAYAK,French Polynesia,Flights,13.1939%
CheapFlights,French Polynesia,Flights,3.3095%
Momondo,French Polynesia,Flights,4.3268%
Hotelscombined,French Polynesia,Flights,4.4022%
KAYAK,French Polynesia,Hotel,1.8352%
Hotelscombined,French Polynesia,Hotel,1.2465%
Momondo,French Polynesia,Hotel,0.2770%
KAYAK,French Polynesia,Hotel Citywide,4.8394%
Momondo,French Polynesia,Hotel Citywide,1.3440%
Hotelscombined,French Polynesia,Hotel Citywide,1.9973%
Hotelscombined,French Polynesia,Vacations,2.2727%
KAYAK,Gabon,Car Rentals,21.4286%
Momondo,Gabon,Car Rentals,17.8571%
KAYAK,Gabon,Flights,15.4678%
CheapFlights,Gabon,Flights,9.6145%
Momondo,Gabon,Flights,5.8298%
Hotelscombined,Gabon,Flights,4.5663%
KAYAK,Gabon,Hotel,5.2817%
Momondo,Gabon,Hotel,0.3521%
Hotelscombined,Gabon,Hotel,2.4648%
KAYAK,Gabon,Hotel Citywide,5.8032%
Momondo,Gabon,Hotel Citywide,1.7359%
Hotelscombined,Gabon,Hotel Citywide,1.2100%
KAYAK,Gabon,Vacations,20.0000%
Momondo,Gambia,Car Rentals,25.0000%
KAYAK,Gambia,Car Rentals,25.0000%
KAYAK,Gambia,Flights,10.6223%
CheapFlights,Gambia,Flights,8.7625%
Momondo,Gambia,Flights,6.7954%
Hotelscombined,Gambia,Flights,7.9399%
KAYAK,Gambia,Hotel,4.4118%
Hotelscombined,Gambia,Hotel,4.4118%
KAYAK,Gambia,Hotel Citywide,4.8077%
Momondo,Gambia,Hotel Citywide,1.3462%
Hotelscombined,Gambia,Hotel Citywide,1.7949%
Swoodoo,Gambia,Hotel Citywide,0.0321%
Momondo,Georgia,Car Rentals,20.8333%
KAYAK,Georgia,Car Rentals,4.1667%
KAYAK,Georgia,Flights,6.9913%
CheapFlights,Georgia,Flights,5.8944%
Momondo,Georgia,Flights,2.7664%
Hotelscombined,Georgia,Flights,10.6859%
KAYAK,Georgia,Hotel,7.7063%
Momondo,Georgia,Hotel,0.7282%
Hotelscombined,Georgia,Hotel,4.6723%
KAYAK,Georgia,Hotel Citywide,13.5784%
Momondo,Georgia,Hotel Citywide,2.2104%
Hotelscombined,Georgia,Hotel Citywide,2.5927%
Swoodoo,Georgia,Hotel Citywide,0.0185%
Hotelscombined,Georgia,Vacations,8.9286%
KAYAK,Georgia,Vacations,4.4643%
Momondo,Germany,Car Rentals,20.1883%
KAYAK,Germany,Car Rentals,16.6863%
Swoodoo,Germany,Flights,6.1100%
Momondo,Germany,Flights,7.4707%
KAYAK,Germany,Flights,7.9196%
Hotelscombined,Germany,Flights,3.4495%
CheapFlights,Germany,Flights,0.6594%
Swoodoo,Germany,Hotel,6.7488%
Hotelscombined,Germany,Hotel,2.0196%
Momondo,Germany,Hotel,0.3978%
KAYAK,Germany,Hotel,0.2904%
Momondo,Germany,Hotel Citywide,4.6442%
Swoodoo,Germany,Hotel Citywide,3.2350%
KAYAK,Germany,Hotel Citywide,2.2099%
Hotelscombined,Germany,Hotel Citywide,0.9447%
KAYAK,Germany,Vacations,17.2430%
Hotelscombined,Germany,Vacations,2.8062%
KAYAK,Ghana,Car Rentals,25.0000%
Momondo,Ghana,Car Rentals,25.0000%
KAYAK,Ghana,Flights,8.9309%
CheapFlights,Ghana,Flights,7.5340%
Momondo,Ghana,Flights,4.4375%
Hotelscombined,Ghana,Flights,9.1125%
KAYAK,Ghana,Hotel,3.5650%
Hotelscombined,Ghana,Hotel,6.2726%
Momondo,Ghana,Hotel,0.3610%
KAYAK,Ghana,Hotel Citywide,4.9934%
Momondo,Ghana,Hotel Citywide,1.2435%
Hotelscombined,Ghana,Hotel Citywide,1.9384%
Swoodoo,Ghana,Hotel Citywide,0.0012%
Hotelscombined,Ghana,Vacations,3.1250%
Momondo,Gibraltar,Car Rentals,25.0000%
KAYAK,Gibraltar,Car Rentals,12.5000%
KAYAK,Gibraltar,Flights,3.6061%
CheapFlights,Gibraltar,Flights,7.1515%
Momondo,Gibraltar,Flights,3.8485%
Hotelscombined,Gibraltar,Flights,6.9091%
KAYAK,Gibraltar,Hotel,3.5305%
Hotelscombined,Gibraltar,Hotel,5.7252%
Momondo,Gibraltar,Hotel,0.3817%
KAYAK,Gibraltar,Hotel Citywide,9.5319%
Momondo,Gibraltar,Hotel Citywide,1.4247%
Hotelscombined,Gibraltar,Hotel Citywide,2.3236%
Swoodoo,Gibraltar,Hotel Citywide,0.0170%
Hotelscombined,Gibraltar,Vacations,17.4419%
Momondo,Greece,Car Rentals,21.2500%
KAYAK,Greece,Car Rentals,13.1250%
CheapFlights,Greece,Flights,4.8565%
Hotelscombined,Greece,Flights,4.3284%
Momondo,Greece,Flights,1.4257%
KAYAK,Greece,Flights,1.2077%
KAYAK,Greece,Hotel,2.2968%
Hotelscombined,Greece,Hotel,8.0180%
Momondo,Greece,Hotel,0.6632%
Swoodoo,Greece,Hotel,0.0105%
Momondo,Greece,Hotel Citywide,3.2090%
KAYAK,Greece,Hotel Citywide,2.4820%
Hotelscombined,Greece,Hotel Citywide,2.4862%
Swoodoo,Greece,Hotel Citywide,0.0300%
Hotelscombined,Greece,Vacations,8.6957%
KAYAK,Greece,Vacations,1.2422%
Momondo,Greenland,Car Rentals,25.0000%
KAYAK,Greenland,Flights,2.5338%
Hotelscombined,Greenland,Flights,5.9122%
CheapFlights,Greenland,Flights,1.8581%
Momondo,Greenland,Flights,1.3514%
KAYAK,Greenland,Hotel,10.1293%
Momondo,Greenland,Hotel,0.6466%
Hotelscombined,Greenland,Hotel,3.0172%
KAYAK,Greenland,Hotel Citywide,12.0240%
Momondo,Greenland,Hotel Citywide,1.4529%
Hotelscombined,Greenland,Hotel Citywide,2.3046%
Hotelscombined,Greenland,Vacations,12.5000%
KAYAK,Grenada,Flights,14.9011%
CheapFlights,Grenada,Flights,6.4972%
Momondo,Grenada,Flights,2.6130%
Hotelscombined,Grenada,Flights,3.2486%
KAYAK,Grenada,Hotel,1.9397%
Momondo,Grenada,Hotel,0.4310%
Hotelscombined,Grenada,Hotel,4.3103%
KAYAK,Grenada,Hotel Citywide,8.5134%
Hotelscombined,Grenada,Hotel Citywide,3.7294%
Momondo,Grenada,Hotel Citywide,1.1574%
CheapFlights,Grenada,Hotel Citywide,0.0772%
Momondo,Guadeloupe,Car Rentals,17.2222%
KAYAK,Guadeloupe,Car Rentals,21.1111%
KAYAK,Guadeloupe,Flights,10.8009%
CheapFlights,Guadeloupe,Flights,5.8937%
Momondo,Guadeloupe,Flights,3.7703%
Hotelscombined,Guadeloupe,Flights,4.2008%
KAYAK,Guadeloupe,Hotel,4.1066%
Hotelscombined,Guadeloupe,Hotel,2.4496%
Momondo,Guadeloupe,Hotel,0.1441%
KAYAK,Guadeloupe,Hotel Citywide,6.2154%
Momondo,Guadeloupe,Hotel Citywide,0.9112%
Hotelscombined,Guadeloupe,Hotel Citywide,2.2985%
CheapFlights,Guadeloupe,Hotel Citywide,0.0045%
KAYAK,Guadeloupe,Vacations,0.8621%
Hotelscombined,Guadeloupe,Vacations,1.1494%
KAYAK,Guam,Flights,14.2857%
CheapFlights,Guam,Flights,2.3810%
Momondo,Guam,Flights,1.9643%
Hotelscombined,Guam,Flights,4.5833%
KAYAK,Guam,Hotel,2.2518%
Hotelscombined,Guam,Hotel,3.2169%
Momondo,Guam,Hotel,0.5515%
KAYAK,Guam,Hotel Citywide,7.4610%
Momondo,Guam,Hotel Citywide,1.6230%
Hotelscombined,Guam,Hotel Citywide,2.3276%
Momondo,Guatemala,Car Rentals,20.1299%
KAYAK,Guatemala,Car Rentals,21.1039%
KAYAK,Guatemala,Flights,10.3956%
CheapFlights,Guatemala,Flights,7.7750%
Momondo,Guatemala,Flights,2.0549%
Hotelscombined,Guatemala,Flights,5.1887%
KAYAK,Guatemala,Hotel,3.0287%
Hotelscombined,Guatemala,Hotel,5.3254%
Momondo,Guatemala,Hotel,0.4204%
KAYAK,Guatemala,Hotel Citywide,3.6347%
Hotelscombined,Guatemala,Hotel Citywide,6.7273%
Momondo,Guatemala,Hotel Citywide,1.1022%
CheapFlights,Guatemala,Hotel Citywide,0.0431%
Swoodoo,Guatemala,Hotel Citywide,0.0007%
Hotelscombined,Guatemala,Vacations,14.2857%
Momondo,Guernsey,Car Rentals,25.0000%
KAYAK,Guernsey,Flights,5.1958%
CheapFlights,Guernsey,Flights,3.1627%
Momondo,Guernsey,Flights,2.8614%
Hotelscombined,Guernsey,Flights,6.2500%
KAYAK,Guernsey,Hotel,3.8580%
Momondo,Guernsey,Hotel,0.2572%
Hotelscombined,Guernsey,Hotel,7.9733%
KAYAK,Guernsey,Hotel Citywide,7.4074%
Momondo,Guernsey,Hotel Citywide,1.2705%
Hotelscombined,Guernsey,Hotel Citywide,2.3040%
Hotelscombined,Guernsey,Vacations,10.7143%
Momondo,Guinea,Car Rentals,16.6667%
KAYAK,Guinea,Car Rentals,8.3333%
KAYAK,Guinea,Flights,12.8130%
CheapFlights,Guinea,Flights,9.6702%
Momondo,Guinea,Flights,3.9735%
Hotelscombined,Guinea,Flights,7.5192%
Hotelscombined,Guinea,Hotel,5.1020%
KAYAK,Guinea,Hotel,4.0816%
KAYAK,Guinea,Hotel Citywide,6.0957%
Momondo,Guinea,Hotel Citywide,1.4009%
Hotelscombined,Guinea,Hotel Citywide,1.4260%
KAYAK,Guinea,Vacations,12.5000%
